batter,venue,dismissals,strike_rate
Gulbadin Naib,"Arun Jaitley Stadium, Delhi",1,126.67
H Klaasen,"Arun Jaitley Stadium, Delhi",1,194.12
H Klaasen,"Eden Gardens, Kolkata",1,225.71
H Klaasen,"M Chinnaswamy Stadium, Bengaluru",1,216.13
H Klaasen,"MA Chidambaram Stadium, Chepauk, Chennai",4,117.05
H Klaasen,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,100
H Klaasen,"Narendra Modi Stadium, Ahmedabad",3,154.55
H Klaasen,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7,191.59
H Klaasen,"Sawai Mansingh Stadium, Jaipur",1,216.67
H Klaasen,"Wankhede Stadium, Mumbai",2,118.75
HC Brook,"Arun Jaitley Stadium, Delhi",1,0
HC Brook,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,75
HC Brook,"Eden Gardens, Kolkata",0,177.78
HC Brook,"MA Chidambaram Stadium, Chepauk, Chennai",1,138.46
HC Brook,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",5,87.34
HC Brook,"Wankhede Stadium, Mumbai",1,0
HH Pandya,"Arun Jaitley Stadium, Delhi",2,185.19
HH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,129.41
HH Pandya,"Eden Gardens, Kolkata",2,116.67
HH Pandya,"MA Chidambaram Stadium, Chepauk, Chennai",1,114.29
HH Pandya,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,166.67
HH Pandya,"Narendra Modi Stadium, Ahmedabad",6,134.93
HH Pandya,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,72.73
HH Pandya,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,120
HH Pandya,"Sawai Mansingh Stadium, Jaipur",1,196
HH Pandya,"Wankhede Stadium, Mumbai",6,137.65
HR Shokeen,"M Chinnaswamy Stadium, Bengaluru",1,166.67
HR Shokeen,"MA Chidambaram Stadium, Chepauk, Chennai",0,0
HR Shokeen,"Wankhede Stadium, Mumbai",0,138.46
HV Patel,"Eden Gardens, Kolkata",1,0
HV Patel,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,85.71
HV Patel,"M Chinnaswamy Stadium, Bengaluru",1,150
HV Patel,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,20
Harpreet Brar,"Arun Jaitley Stadium, Delhi",1,40
Harpreet Brar,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,150
Harpreet Brar,"Eden Gardens, Kolkata",0,188.89
Harpreet Brar,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,121.43
Harpreet Brar,"M Chinnaswamy Stadium, Bengaluru",0,100
Harpreet Brar,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,148.65
Harpreet Brar,"Narendra Modi Stadium, Ahmedabad",0,50
Harpreet Brar,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,116.67
Harpreet Brar,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,50
Harpreet Brar,"Wankhede Stadium, Mumbai",1,250
Harpreet Singh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,100
Harpreet Singh,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,79.41
Harpreet Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,144.44
Harpreet Singh,"Wankhede Stadium, Mumbai",1,137.04
Harshit Rana,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,0
I Sharma,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,33.33
I Sharma,"M Chinnaswamy Stadium, Bengaluru",0,0
I Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,100
Ishan Kishan,"Arun Jaitley Stadium, Delhi",2,127.5
Ishan Kishan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,121.62
Ishan Kishan,"Eden Gardens, Kolkata",1,181.82
Ishan Kishan,"M Chinnaswamy Stadium, Bengaluru",1,76.92
Ishan Kishan,"MA Chidambaram Stadium, Chepauk, Chennai",2,104.76
Ishan Kishan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,100
Ishan Kishan,"Narendra Modi Stadium, Ahmedabad",2,52
Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,182.93
Ishan Kishan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,163.64
Ishan Kishan,"Sawai Mansingh Stadium, Jaipur",1,0
Ishan Kishan,"Wankhede Stadium, Mumbai",14,162.66
J Fraser-McGurk,"Arun Jaitley Stadium, Delhi",5,270
J Fraser-McGurk,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,157.14
J Fraser-McGurk,"Eden Gardens, Kolkata",1,200
J Fraser-McGurk,"M Chinnaswamy Stadium, Bengaluru",0,262.5
J Fraser-McGurk,"Narendra Modi Stadium, Ahmedabad",1,200
JA Richardson,"Wankhede Stadium, Mumbai",1,100
JC Archer,"MA Chidambaram Stadium, Chepauk, Chennai",0,150
JC Archer,"Wankhede Stadium, Mumbai",0,50
JC Buttler,"Arun Jaitley Stadium, Delhi",1,111.76
JC Buttler,"Barsapara Cricket Stadium, Guwahati",2,158.06
JC Buttler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,188.89
JC Buttler,"Eden Gardens, Kolkata",2,172.58
JC Buttler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,0
JC Buttler,"M Chinnaswamy Stadium, Bengaluru",1,0
JC Buttler,"MA Chidambaram Stadium, Chepauk, Chennai",2,119.67
JC Buttler,"Narendra Modi Stadium, Ahmedabad",1,0
JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,234.78
JC Buttler,"Sawai Mansingh Stadium, Jaipur",10,134.55
JC Buttler,"Wankhede Stadium, Mumbai",2,88.57
JD Unadkat,"M Chinnaswamy Stadium, Bengaluru",1,128.57
JD Unadkat,"MA Chidambaram Stadium, Chepauk, Chennai",2,66.67
JD Unadkat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,600
JD Unadkat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,80
JE Root,"Sawai Mansingh Stadium, Jaipur",1,66.67
JJ Bumrah,"Narendra Modi Stadium, Ahmedabad",0,100
JJ Bumrah,"Sawai Mansingh Stadium, Jaipur",0,200
JJ Bumrah,"Wankhede Stadium, Mumbai",0,90
JJ Roy,"Arun Jaitley Stadium, Delhi",1,110.26
JJ Roy,"Eden Gardens, Kolkata",4,179.07
JJ Roy,"M Chinnaswamy Stadium, Bengaluru",1,193.1
JJ Roy,"MA Chidambaram Stadium, Chepauk, Chennai",1,80
JJ Roy,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,111.11
JM Bairstow,"Barsapara Cricket Stadium, Guwahati",1,63.64
JM Bairstow,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,144.83
JM Bairstow,"Eden Gardens, Kolkata",1,225
JM Bairstow,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,154.55
JM Bairstow,"M Chinnaswamy Stadium, Bengaluru",1,133.33
JM Bairstow,"MA Chidambaram Stadium, Chepauk, Chennai",1,153.33
JM Bairstow,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,96
JM Bairstow,"Narendra Modi Stadium, Ahmedabad",1,169.23
JM Sharma,"Arun Jaitley Stadium, Delhi",1,100
JM Sharma,"Barsapara Cricket Stadium, Guwahati",2,136.11
JM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2,61.54
JM Sharma,"Eden Gardens, Kolkata",1,116.67
JM Sharma,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4,136.11
JM Sharma,"M Chinnaswamy Stadium, Bengaluru",1,135
JM Sharma,"MA Chidambaram Stadium, Chepauk, Chennai",1,210
JM Sharma,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",5,121.54
JM Sharma,"Narendra Modi Stadium, Ahmedabad",1,200
JM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,159.38
JM Sharma,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,150
JM Sharma,"Wankhede Stadium, Mumbai",1,357.14
JO Holder,"Barsapara Cricket Stadium, Guwahati",0,100
JO Holder,"MA Chidambaram Stadium, Chepauk, Chennai",1,0
JO Holder,"Wankhede Stadium, Mumbai",1,122.22
JP Behrendorff,"Narendra Modi Stadium, Ahmedabad",0,66.67
JR Hazlewood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,50
K Gowtham,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,163.16
K Gowtham,"Eden Gardens, Kolkata",0,275
K Gowtham,"MA Chidambaram Stadium, Chepauk, Chennai",1,135.71
K Kartikeya,"Narendra Modi Stadium, Ahmedabad",1,85.71
K Rabada,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,0
K Rabada,"Himachal Pradesh Cricket Association Stadium, Dharamsala",0,110
K Rabada,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,225
K Rabada,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,0
KA Maharaj,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,50
KD Karthik,"Arun Jaitley Stadium, Delhi",1,122.22
KD Karthik,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,145.45
KD Karthik,"Eden Gardens, Kolkata",2,130.77
KD Karthik,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,233.33
KD Karthik,"M Chinnaswamy Stadium, Bengaluru",11,179.55
KD Karthik,"MA Chidambaram Stadium, Chepauk, Chennai",1,146.15
KD Karthik,"Narendra Modi Stadium, Ahmedabad",1,84.62
KD Karthik,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,140
KD Karthik,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,183.33
KD Karthik,"Sawai Mansingh Stadium, Jaipur",1,0
KD Karthik,"Wankhede Stadium, Mumbai",1,202.44
KH Pandya,"Arun Jaitley Stadium, Delhi",1,100
KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",8,126.14
KH Pandya,"Eden Gardens, Kolkata",1,100
KH Pandya,"M Chinnaswamy Stadium, Bengaluru",1,0
KH Pandya,"MA Chidambaram Stadium, Chepauk, Chennai",2,85
KH Pandya,"Narendra Modi Stadium, Ahmedabad",1,0
KH Pandya,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,250
KH Pandya,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,114.29
KH Pandya,"Sawai Mansingh Stadium, Jaipur",1,100
KH Pandya,"Wankhede Stadium, Mumbai",0,171.43
KL Rahul,"Arun Jaitley Stadium, Delhi",1,166.67
KL Rahul,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",11,129.97
KL Rahul,"Eden Gardens, Kolkata",1,150
KL Rahul,"M Chinnaswamy Stadium, Bengaluru",2,111.76
KL Rahul,"MA Chidambaram Stadium, Chepauk, Chennai",2,112.5
KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,133.33
KL Rahul,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,87.88
KL Rahul,"Sawai Mansingh Stadium, Jaipur",2,127.63
KL Rahul,"Wankhede Stadium, Mumbai",1,134.15
KM Asif,"Sawai Mansingh Stadium, Jaipur",1,0
KM Jadhav,"Wankhede Stadium, Mumbai",0,120
KR Mayers,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,135.4
KR Mayers,"M Chinnaswamy Stadium, Bengaluru",1,0
KR Mayers,"MA Chidambaram Stadium, Chepauk, Chennai",2,215.15
KR Mayers,"Narendra Modi Stadium, Ahmedabad",1,150
KR Mayers,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,218.18
KR Mayers,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,14.29
KR Mayers,"Sawai Mansingh Stadium, Jaipur",1,124.39
KS Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,56.25
KS Sharma,"Eden Gardens, Kolkata",1,60
KS Williamson,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,20
KS Williamson,"Narendra Modi Stadium, Ahmedabad",1,118.18
KV Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,100
KV Sharma,"Eden Gardens, Kolkata",2,210
KV Sharma,"M Chinnaswamy Stadium, Bengaluru",0,150
KV Sharma,"Narendra Modi Stadium, Ahmedabad",1,125
Kuldeep Yadav,"Arun Jaitley Stadium, Delhi",3,69.57
Kuldeep Yadav,"Barsapara Cricket Stadium, Guwahati",0,42.86
Kuldeep Yadav,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,60
Kuldeep Yadav,"Eden Gardens, Kolkata",0,134.62
Kuldeep Yadav,"M Chinnaswamy Stadium, Bengaluru",1,81.25
Kuldeep Yadav,"MA Chidambaram Stadium, Chepauk, Chennai",0,0
Kuldeep Yadav,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",0,50
Kuldeep Yadav,"Narendra Modi Stadium, Ahmedabad",0,0
Kuldeep Yadav,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,133.33
Kumar Kushagra,"Eden Gardens, Kolkata",1,33.33
Kumar Kushagra,"M Chinnaswamy Stadium, Bengaluru",1,66.67
Kumar Kushagra,"Wankhede Stadium, Mumbai",1,0
L Wood,"Arun Jaitley Stadium, Delhi",0,300
LB Williams,"Eden Gardens, Kolkata",0,50
LH Ferguson,"Eden Gardens, Kolkata",1,100
LS Livingstone,"Arun Jaitley Stadium, Delhi",1,80
LS Livingstone,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,164.71
LS Livingstone,"Eden Gardens, Kolkata",1,137.5
LS Livingstone,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4,152.46
LS Livingstone,"M Chinnaswamy Stadium, Bengaluru",1,130.77
LS Livingstone,"MA Chidambaram Stadium, Chepauk, Chennai",1,166.67
LS Livingstone,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2,143.48
LS Livingstone,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,182.76
LS Livingstone,"Wankhede Stadium, Mumbai",0,83.33
Lalit Yadav,"Arun Jaitley Stadium, Delhi",3,61.29
Lalit Yadav,"Barsapara Cricket Stadium, Guwahati",1,158.33
Lalit Yadav,"M Chinnaswamy Stadium, Bengaluru",1,57.14
Lalit Yadav,"MA Chidambaram Stadium, Chepauk, Chennai",1,240
Lalit Yadav,"Wankhede Stadium, Mumbai",1,75
Liton Das,"Arun Jaitley Stadium, Delhi",1,100
M Jansen,"Eden Gardens, Kolkata",0,100
M Jansen,"MA Chidambaram Stadium, Chepauk, Chennai",1,77.27
M Jansen,"Narendra Modi Stadium, Ahmedabad",1,50
M Jansen,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,123.08
M Jansen,"Sawai Mansingh Stadium, Jaipur",0,150
M Jansen,"Wankhede Stadium, Mumbai",1,141.67
M Markande,"Narendra Modi Stadium, Ahmedabad",0,200
M Markande,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,75
M Shahrukh Khan,"Arun Jaitley Stadium, Delhi",2,111.11
M Shahrukh Khan,"Barsapara Cricket Stadium, Guwahati",1,110
M Shahrukh Khan,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,230
M Shahrukh Khan,"Eden Gardens, Kolkata",0,262.5
M Shahrukh Khan,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,180.77
M Shahrukh Khan,"M Chinnaswamy Stadium, Bengaluru",0,154.17
M Shahrukh Khan,"MA Chidambaram Stadium, Chepauk, Chennai",0,66.67
M Shahrukh Khan,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,200
M Shahrukh Khan,"Narendra Modi Stadium, Ahmedabad",1,176.47
M Shahrukh Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,153.33
M Shahrukh Khan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,133.33
M Shahrukh Khan,"Sawai Mansingh Stadium, Jaipur",1,175
M Vohra,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,90.91
MA Agarwal,"Arun Jaitley Stadium, Delhi",1,83.33
MA Agarwal,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,114.29
MA Agarwal,"Eden Gardens, Kolkata",2,120.59
MA Agarwal,"MA Chidambaram Stadium, Chepauk, Chennai",1,50
MA Agarwal,"Narendra Modi Stadium, Ahmedabad",1,94.12
MA Agarwal,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",6,117.24
MA Agarwal,"Wankhede Stadium, Mumbai",2,169.23
MA Starc,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,100
MA Starc,"Eden Gardens, Kolkata",0,160
MA Starc,"MA Chidambaram Stadium, Chepauk, Chennai",1,0
MA Starc,"Wankhede Stadium, Mumbai",1,0
MA Wood,"M Chinnaswamy Stadium, Bengaluru",1,50
MA Wood,"MA Chidambaram Stadium, Chepauk, Chennai",0,333.33
MD Shanaka,"M Chinnaswamy Stadium, Bengaluru",1,0
MD Shanaka,"MA Chidambaram Stadium, Chepauk, Chennai",1,106.25
MD Shanaka,"Narendra Modi Stadium, Ahmedabad",0,128.57
MG Bracewell,"Eden Gardens, Kolkata",1,105.56
MG Bracewell,"M Chinnaswamy Stadium, Bengaluru",1,162.5
MG Bracewell,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,100
MG Bracewell,"Sawai Mansingh Stadium, Jaipur",0,100
MJ Santner,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,100
MJ Santner,"M Chinnaswamy Stadium, Bengaluru",1,75
MJ Santner,"MA Chidambaram Stadium, Chepauk, Chennai",0,100
MJ Santner,"Narendra Modi Stadium, Ahmedabad",1,20
MJ Suthar,"M Chinnaswamy Stadium, Bengaluru",1,50
MK Lomror,"Arun Jaitley Stadium, Delhi",0,186.21
MK Lomror,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,75
MK Lomror,"Eden Gardens, Kolkata",1,133.33
MK Lomror,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,0
MK Lomror,"M Chinnaswamy Stadium, Bengaluru",8,166.67
MK Lomror,"Narendra Modi Stadium, Ahmedabad",1,188.24
MK Lomror,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",0,77.78
MK Lomror,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,175
MK Lomror,"Sawai Mansingh Stadium, Jaipur",1,50
MK Lomror,"Wankhede Stadium, Mumbai",2,25
MK Pandey,"Arun Jaitley Stadium, Delhi",4,102.17
MK Pandey,"Barsapara Cricket Stadium, Guwahati",1,0
MK Pandey,"M Chinnaswamy Stadium, Bengaluru",1,131.58
MK Pandey,"MA Chidambaram Stadium, Chepauk, Chennai",2,93.1
MK Pandey,"Narendra Modi Stadium, Ahmedabad",1,25
MK Pandey,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,125.93
MK Pandey,"Wankhede Stadium, Mumbai",1,140
MM Ali,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,150
MM Ali,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,85
MM Ali,"M Chinnaswamy Stadium, Bengaluru",0,242.86
MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai",7,112
MM Ali,"Narendra Modi Stadium, Ahmedabad",2,151.92
MM Ali,"Sawai Mansingh Stadium, Jaipur",1,191.67
MM Sharma,"M Chinnaswamy Stadium, Bengaluru",1,0
MM Sharma,"Narendra Modi Stadium, Ahmedabad",1,13.33
MP Stoinis,"Arun Jaitley Stadium, Delhi",1,71.43
MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",12,136.03
MP Stoinis,"Eden Gardens, Kolkata",2,142.86
MP Stoinis,"M Chinnaswamy Stadium, Bengaluru",2,197.78
MP Stoinis,"MA Chidambaram Stadium, Chepauk, Chennai",2,166.98
MP Stoinis,"Narendra Modi Stadium, Ahmedabad",1,44.44
MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,180
MP Stoinis,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,143.33
MP Stoinis,"Sawai Mansingh Stadium, Jaipur",2,120
MP Stoinis,"Wankhede Stadium, Mumbai",1,127.27
MR Marsh,"Arun Jaitley Stadium, Delhi",5,134.25
MR Marsh,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,0
MR Marsh,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,128.57
MR Marsh,"M Chinnaswamy Stadium, Bengaluru",1,0
MR Marsh,"MA Chidambaram Stadium, Chepauk, Chennai",0,125
MR Marsh,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",1,166.67
MR Marsh,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,166.67
MR Marsh,"Sawai Mansingh Stadium, Jaipur",1,191.67
MS Dhoni,"Arun Jaitley Stadium, Delhi",0,100
MS Dhoni,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,311.11
MS Dhoni,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,231.25
MS Dhoni,"Eden Gardens, Kolkata",0,100
MS Dhoni,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,0
MS Dhoni,"M Chinnaswamy Stadium, Bengaluru",1,200
MS Dhoni,"MA Chidambaram Stadium, Chepauk, Chennai",4,185.96
MS Dhoni,"Narendra Modi Stadium, Ahmedabad",1,210.53
MS Dhoni,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,50
MS Dhoni,"Wankhede Stadium, Mumbai",0,500
